FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
증평인삼골축제,증평보강천체육공원,"핵심프로그램(인삼캐기체험·홍삼포크삼겹살대잔치)+인삼, 홍삼포크를 테마로 한 공연·전시·체험프로그램 운영+개막 공연 및 문화공연(열린콘서트·인삼골합창제·인삼골군악콘서트)+경연행사(국제청소년페스티벌·인삼장사씨름대회·인삼골가요제·증평인삼어린이사생대회·백곡김득신백일장)+기타 전시·체험행사·참여행사 등",438353977,https://www.jp.go.kr/tour/prog/tursmCn/sub03_01/view.do?progNo=p00000006356hw4uR8as,,충청북도 증평군 증평읍 송산리 217,36.78615603,127.5746346,131,청주,20221101,10.3,16,5.3,24.5,-4.8,20221112,20221130,1014.3,60,0.9
지리산 바래봉 눈꽃축제,지리산허브밸리 일원,눈꽃 겨울 캠핑체험+농특산품 홍보 등,636203818,,전라북도 남원시 운봉읍 바래봉길 214,전라북도 남원시 운봉읍 용산리 446-3,35.43509151,127.5486169,247,남원,20221101,8.8,16.8,2.4,22.5,-4,20221112,20221130,1005.7,71,1.4
지리산 바래봉 철쭉제,지리산허브밸리 일원,산신제+바래봉 철쭉+지역 농특산품 홍보 등,636203818,,전라북도 남원시 운봉읍 바래봉길 214,전라북도 남원시 운봉읍 용산리 446-3,35.43509151,127.5486169,247,남원,20221101,8.8,16.8,2.4,22.5,-4,20221112,20221130,1005.7,71,1.4
지리산 뱀사골 고로쇠 약수제,남원시 산내면 부운리 반선주차장,고로쇠 홍보 및 판매+기념식 등,636204705,,전라북도 남원시 산내면 지리산로 842-8,전라북도 남원시 산내면 부운리 216-10,35.3769935,127.581604,247,남원,20221101,8.8,16.8,2.4,22.5,-4,20221112,20221130,1005.7,71,1.4
지리산 뱀사골 단풍제,산내면 부운리 지리산국립공원,개막식+천년송소원빌기+뱀사골와운단풍길트레킹+각종 체험 및 농특산품 판매장 운영 등,636204705,,전라북도 남원시 산내면 와운길 10,전라북도 남원시 산내면 부운리 252,35.37179767,127.5791353,247,남원,20221101,8.8,16.8,2.4,22.5,-4,20221112,20221130,1005.7,71,1.4
지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,"○ 대표프로그램 : 남악제례 및 행렬, 군민체육대회○ 농특산품 판매, 군 홍보관 운영 등",617802431,https://www.gurye.go.kr/tour,전라남도 구례군 구례읍 서시천로 106,,35.2166161,127.4668741,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
지봉로 상사화 축제,왕조2동 지봉로,"음악회, 공연, 체험행사, 판매부스 등",617498407,,전라남도 순천시 조례신대길 62,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
지용제,정지용생가 및 구읍일원,유튜브 및 공식홈페이지 등을 활용한 온라인 병행 지용문학상 시상 등 문학프로그램 운영 등,437335588,http://gy-festival.okcc.or.kr,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,36.30209032,127.5731251,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
지용제,정지용생가 등 구읍 일원,지용문학상 시상식 및 정지용 음악회 전국시조경창대회 정지용시 낭송대회 등,437303403,https://www.oc.go.kr/jy/index.do,충청북도 옥천군 옥천읍 향수길 56,충청북도 옥천군 옥천읍 하계리 39,36.3149382,127.581608,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
지용제,지용생가 등 구읍 일원,지용문학상 시상식 및 정지용 음악회 전국시조경창대회 정지용시 낭송대회 등,437303403,https://www.oc.go.kr/jy/index.do,충청북도 옥천군 옥천읍 향수길 56,충청북도 옥천군 옥천읍 하계리 39,36.3149382,127.581608,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
직지문화제,고인쇄박물관 일원,유네스코 공식행사 및 전시 학술 체험 등,432013663,,충청북도 청주시 흥덕구 직지대로 713,충청북도 청주시 흥덕구 운천동 866,,,131,청주,20221101,10.3,16,5.3,24.5,-4.8,20221112,20221130,1014.3,60,0.9
진도문화예술제,향토문화회관 및 철마공원 일원,남도민요전국경창대회+전국고수대회+강강술래경연대회 등,615403072,https://www.jindo.go.kr/tour/tour/info/festival.cs?act=view&infoId=99&searchCondition=&searchKeyword=&pageIndex=1,전라남도 진도군 진도읍 진도대로 7197,전라남도 진도군 진도읍 동외리 1189,34.47975717,126.2685772,170,완도,20221101,12.9,18.2,8.5,21.9,0.1,20221101,20221130,1016.9,69,1.8
진도신비의바닷길축제,전남 진도군 고군면 금계리,"바닷길 현장중계, 진도북놀이공연, 바닷길 삼행시 이벤트, 나도가인어라, 추억소환인증샷 등",615403407,https://www.jindo.go.kr/tour/sub.cs?m=99,전라남도 진도군 고군면 신비의바닷길 148,,,,170,완도,20221101,12.9,18.2,8.5,21.9,0.1,20221101,20221130,1016.9,69,1.8
진안홍삼축제,마이산 북부일원,홍삼판매 및 문화공연,634302392,https://www.jinan.go.kr/festival/,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778-3,35.773251,127.4162559,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
진주남강유등축제,진주성 + 진주남강일원,개제식(초혼점등)+소망등 달기+ 추억의 유등띄우기+ 창작등 전시+ 진주성 둘레길등 전시+ 한국의 등·세계풍물등 전시 등,557559111,http://www.yudeung.com,경상남도 진주시 강남로 291번길 10,경상남도 진주시 강남동 98,35.18725548,128.0855326,192,진주,20221101,9.9,18.5,2.9,22.7,-1.8,20221101,20221106,1017.5,64,0.6
진주남강유등축제,진주성 및 진주남강일원,"개제식(초혼점등), 소망등 달기, 추억의 유등띄우기, 창작등 전시, 진주성 둘레길등 전시, 한국의 등·세계풍물등 전시 등",557559111,http://www.yudeung.com,경상남도 진주시 강남로 291번길 10,경상남도 진주시 강남동 98,35.18725548,128.0855326,192,진주,20221101,9.9,18.5,2.9,22.7,-1.8,20221101,20221106,1017.5,64,0.6
진주논개제,진주성 일원,헌다례 및 신위순행+ 의암별제+ 실경역사뮤지컬 의기논개+ 교방행렬+ 진주교방의악가무+ 교방문화 체험행사 등,557465001,http://jjcc.or.kr/,경상남도 진주시 진양호로 476,경상남도 진주시 남성동 3-18,35.19079391,128.0776702,192,진주,20221101,9.9,18.5,2.9,22.7,-1.8,20221101,20221106,1017.5,64,0.6
진해군악의장페스티벌,진해공설운동장,개막행사+주공연장 마칭공연+프린지공연,,,경상남도 창원시 진해구 충무로 43(도만동),,35.14836103,128.6554537,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
진해군항제,중원로터리 및 진해구 일원,추모대제+승전행사+불꽃쇼+문화예술행사,,,경상남도 창원시 진해구 진해대로 649,,35.15910822,128.6869245,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
창녕 문화재 야행(가소로운 비사벌),"창녕천 일원(술정리동삼층석탑, 만옥정공원, 석빙고 공원)",창녕 문화재 야행 행사+야간조명+먹거리및프리마켓,,,,경상남도 창녕군 창녕읍 교하리 263-1,35.53941008,128.4971008,285,합천,20221101,9.4,17.8,3.1,22.8,-2.2,20221112,20221105,1017.5,70,0.5
창원K-POP월드페스티벌,창원종합운동장,본선진출자 경연+K-POP스타 축하공연,,,경상남도 창원시 성산구 원이대로 450,,,,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
창원단감축제,창원단감테마공원,개장행사+단감요리경연대회+단감요리체험+문화예술공연,,,경상남도 창원시 의창구 동읍 동읍로359번길 27,,,,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
창원음식문화축제,용지문화공원,전국요리경연대회+음식문화전시관+홍보판매관+체험관,,,경상남도 창원시 성산구 중앙대로186번길 13,,,,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
창원진동불꽃낙화축제,창원진동면 광암항,축하공연+개막식+불꽃낙화 점화,,,경상남도 창원시 마산합포구 진동면 광암해안길16-1,,35.10418995,128.4971465,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
창평전통음식문화축제,창평슬로시티 일원,슬로푸드전시+체험+판매 등,613803152,,전라남도 담양군 창평면 돌담길 56-24,전라남도 담양군 창평면 창평리 113-1,35.23525084,127.017861,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
처용문화제,태화강국가정원 남구둔치 일원,"처용 콘텐츠를 활용한 프로그램, 전시체험 등 행사",522597917,http://www.cheoyongf.or.kr,울산광역시 중구 태화강국가정원길 154,,35.548823,129.291263,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
처인성문화제,처인성 일대(남사읍),처인성 대몽항쟁 희생자 추모다례재 및 공연행사,313249600,http://www.ycc50.org/,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556,37.24086733,127.1779684,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
천년나주목읍성문화축제,금성관 + 나주향교,나주의 읍성문화를 이용한 역사 문화 축제,613398722,http://www.naju.go.kr/tour/,전라남도 나주시 금성관길 8,전라남도 나주시 과원동 109-5,35.03335643,126.7165553,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
천령문화제,함양상림공원일원,고유제+축하공연+버스킹공연+학술대회+야간 빛축제+문화예술단체 전시,559604510,,,경상남도 함양군 함양읍 교산리 1047-2,35.52372642,127.7218597,155,창원,20221101,12.5,18,7.6,22.4,-2.5,20221113,20221130,1016.1,55,1.3
천만송이 국화축제,중앙체육공원,국화축제,638594977,https://www.iksan.go.kr/gukhwa/index.iksan,전라북도 익산시 하나로 322,,35.94972951,126.9861274,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
천사마라톤대회,종합운동장,천사데이기념 마라톤대회,318611004,http://www.hope1004.org,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
천안성환배축제,성환문화회관,성환배 판매장 운영(일자 변경 가능),415811771,,충청남도 천안시 서북구 성환읍 성진로 15,,36.91253596,127.1366796,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
천안호두축제,광덕쉼터,천안호두 드라이브스루 판매 및 홍보영상제작,415214701,,충청남도 천안시 동남구 광덕면 광덕리 403,,36.67384328,127.053876,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
천안흥타령춤축제,삼거리공원,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,419007020,,충청남도 천안시 서북구 번영로 208,,36.8190982,127.1132992,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
천안흥타령춤축제,삼거리공원,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,419007020,https://cheonanfestival.com/ko/,충청남도 천안시 서북구 번영로 208,,,,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
천을산 해맞이,천을산 정상,새해메세지+희망콘서트+해오름 함성 등,536662163,https://www.suseong.kr,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
천태만상 상권연계 공감 페스티벌,시민로 일대,"패션쇼, 공연, 네일아트, 뷰티체험 등 부스운영,",617498538,,전라남도 순천시 장명로 30,,,,174,순천,20221101,9.3,17.8,2.5,22.7,-3,20221110,20221130,1001.1,72,1.7
철암 단풍축제,철암단풍군락지 일원,단풍길 걷기대회+전시회+먹거리 장터 등,335827906,http://tbcf.or.kr/,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172,216,태백,20221101,5.9,13.3,-0.3,19.8,-9.7,20221112,20221130,936.7,65,1
철원 DMZ 평화 꽃송이 축제,고석정 꽃밭,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등",334505766,,강원도 철원군 동송읍 태봉로 1799-15,,38.18676153,127.2916265,95,철원,20221101,6.6,13.9,0.5,20.6,-9.7,20221111,20221130,1003.4,77,0.9
철쭉축제,코로나19로 인해 미개최,코로나19로 인해 미개최,,,경기도 군포시 고산로 599,,,,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
청계산철쭉축제,옛골입구,청계산 철쭉제 개화시기 축제알림,,,경기도 성남시 수정구 달래내로 407,경기도 성남시 수정구 상적동 216-2,37.429896,127.071632,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
청년거리문화축제,여수시 일원,거리공연+프리마켓 등,616594742,,전라남도 여수시 시청동1길 23,전라남도 여수시 학동 174,34.75870818,127.6636144,168,여수,20221101,13.3,17.6,9.8,21.1,-0.9,20221101,20221130,1012.6,60,3.7
청룡문화제,용두근린공원,제례봉행 및 어가행렬,222419300,,서울특별시 동대문구 청계천로 563,서울특별시 동대문구 용두동 34-12,37.57325834,127.0385968,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
청마포도축제,둔덕면 둔덕시골 축제,"둔덕골 거봉포도를 테마로 한 체험 프로그램, 지역농산물 판매, 문화행사 및 민속체험",556396382,,경상남도 거제시 둔덕면 청마로 159,경상남도 거제시 거림리 363-2,,,294,거제,20221101,12.5,17.8,8,21.5,0.3,20221112,20221130,1015.3,68,1
청산도슬로우걷기축제,청산도일원,"나비야청산가자, 명사와 함께걷기힐링토크 등",615505433,www.wando.go.kr,전라남도 완도군 청산면 청산로 46,전라남도 완도군 청산면 도청리 1173-10,34.17971074,126.8577891,170,완도,20221101,12.9,18.2,8.5,21.9,0.1,20221101,20221130,1016.9,69,1.8
청소년 Party,의정부시청소년수련관,전문공연팀 축하공연+청소년 동아리 공연 등,318289545,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 문화 예술의 밤 흥선비긴어게인,평화의광장,청소년 버스킹+체험부스 및 플리마켓+토크쇼,318289593,,경기도 의정부시 시민로19번길 13,경기도 의정부시 의정부동 488,37.7386919,127.0357766,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 스트레스 해소방안 탐색축제 (스트레스 팡팡),의정부시 천보문화공원,자기성격유형알기+다양한 스트레스 해소방안 탐색부스 운영 등,318289585,,경기도 의정부시 새말로 38,경기도 의정부시 금오동 469-1,37.75107491,127.0643941,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 어울림마당 행복누리축제,의정부시청소년수련관,공연마당+이벤트마당+체험마당,318289544,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 종합예술제 끼자랑꿈자랑 경연대회,의정부시청소년수련관,4개부문 18개종목 경연대회 운영,318289542,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 종합예술제 끼자랑꿈자랑 한마당 축제,의정부시청소년수련관,청소년 종합예술제 우수 청소년 공연마당,318289542,,경기도 의정부시 의정로 27,경기도 의정부시 의정부동 352,37.73517724,127.0338894,99,파주,20221101,7.1,14.4,0.9,22.3,-9.2,20221112,20221130,1018.7,78,0.9
청소년 축제,청소년수련관,공연+체험부스 운영 등,437304984,http://www.oc.go.kr/youth/index.do,충청북도 옥천군 옥천읍 동부로39,충청북도 옥천군 옥천읍 문정리 424-1,36.30665167,127.5767673,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
