FSTVL_NM,OPAR_NM,FSTVL_CN,TEL_NO,HMPG_URL,FCLTY_ROAD_NM_ADDR,LNM_ADDR,LA,LO,BHF_CD,BHF_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE
연천구석기축제,연천전곡리유적,선사문화체험+전시+이벤트,318392378,https://www.yeoncheon.go.kr/festival/,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 515,38.01564838,127.0614526,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
연포 해맞이 행사,연포해수욕장,신년 해맞이 소원 풍선 날리기,416702768,,충청남도 태안군 근흥면 도황리 1526-170,충청남도 태안군 근흥면 도황리 1526-170,36.69434027,126.2101823,129,서산,20221101,9.3,16.1,3.7,22.5,-3.8,20221112,20221130,1018.6,73,1.6
연풍조령문화제,연풍문화센터,연풍 조령내 문화 예술 체험 및 지역홍보,438302472,,충청북도 괴산군 연풍면 향교로 71,,,,127,충주,20221101,7.6,15.2,1.5,23.8,-5.9,20221112,20221130,1007.2,73,0.9
영덕대게축제,경상북도 영덕군 강구항 해파랑공원,영덕대게 홍보 및 체험축제,547306393,https://crab.ydfesta.kr/,경상북도 영덕군 강구면 영덕대게로 136,경상북도 영덕군 강구면 강구리 232-43,,,277,영덕,20221101,11.4,17.5,6.1,22.6,-2.8,20221112,20221130,1015.3,62,2.5
영덕대게축제,경상북도 영덕군 강구항 해파랑공원,영덕대게 홍보 및 체험축제,547306393,https://crab.ydfesta.kr/,,경상북도 영덕군 강구면 강구리 232-43,36.360209,129.391384,277,영덕,20221101,11.4,17.5,6.1,22.6,-2.8,20221112,20221130,1015.3,62,2.5
영덕물가자미축제,축산항 일원,물가자미 홍보 및 체험 축제,547306092,www.yd.go.kr,,경상북도 영덕군 축산면 축산리 216-3,36.509106,129.446771,277,영덕,20221101,11.4,17.5,6.1,22.6,-2.8,20221112,20221130,1015.3,62,2.5
영덕황금은어축제,오십천 둔치 일원,황금은어 홍보 및 체험 축제,547306586,www.yd.go.kr,,경상북도 영덕군 영덕읍 화개리 644,36.41846472,129.3641712,277,영덕,20221101,11.4,17.5,6.1,22.6,-2.8,20221112,20221130,1015.3,62,2.5
영도다리축제,아미르공원+영도일원+영도다리축제유튜브채널,개막주제공연+축하공연+불꽃쇼+퍼레이드+체험행사 등,514194064,http://www.yeongdo.go.kr/ydfestival.web,부산광역시 영도구 해양로 301번길 55,부산광역시 영도구 동삼동 1165,35.07714964,129.0820078,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
영도다리축제,아미르공원+영도일원+영도다리축제유튜브채널,개막주제공연+축하공연+불꽃쇼+퍼레이드+체험행사 등,514194064,http://www.yeongdo.go.kr/ydfestival.web,,부산광역시 영도구 동삼동 1165,35.07714964,129.0820078,159,부산,20221101,14.4,19.8,10.4,24.2,-0.8,20221112,20221130,1010.8,57,2.7
영동곶감축제,온라인,LIVE 곶감 판매행사,437458916,http://www.ydfesta.com/,충청북도 영동군 영동읍 영동황간로122,충청북도 영동군 영동읍 매천리313,36.16401625,127.7819484,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
영동난계국악축제,레인보우힐링관광지,퍼레이드+숭모제+국악기체험 등,437458916,https://yd21.go.kr/ydft/,충청북도 영동군 영동읍 동정로 1,,,,238,금산,20221101,7.6,16.1,1,23.9,-5.4,20221112,20221130,1000.6,73,0.8
영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,공식행사+걷기행사+생태환경콘서트+억새생태포토존+체험행사 등,623504792,https://www.seogu.gwangju.kr/sgfesta/,광주광역시 서구 서창둑길 377 (벽진동),광주광역시 서구 벽진동 505-1,35.13849504,126.8287602,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
영산강 서창들녘 억새축제,영산강 친수공원 일대(영산강 자전거길 안내센터 앞),"공식행사, 포토존, 비대면 공연, 온라인전시, 부대행사, 재활용 아트 컨테스트, 서창들녘 낙조투어 등",623504792,seogu.gwangju.kr,광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,35.13849414,126.8287286,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
영산강문화제,광주광역시 서구 서창동 영산강 둔지,영산강 문화의 대중적 이해와 확산,623627670,http://www.cafe.naver.com/yeongsangang,광주광역시 남구 승촌보길90,광주광역시 남구 승촌동573,35.06581966,126.761073,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
영암왕인문화축제,왕인박사유적지 일원,"왕인박사 업적 조명, 온라인 온택트 축제",614702347,http://wanginfesta.com/html/main.php,전라남도 영암군 군서면 왕인로 440,,34.75653201,126.6291224,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
영월동강뗏목축제,동강둔치 일원,전통뗏목시연+맨손송어잡기+래프팅,333756353,http://www.ywcf.com/,,강원도 영월군 영월읍 하송리 61-11,37.17968547,128.4698463,121,영월,20221101,7.5,15.4,1.6,22,-5.7,20221112,20221130,992.8,71,0.7
영종크리스마스트리 축제,별빛광장 일원,대형트리 경관조명 및 콘서트,327606443,https://www.icjg.go.kr/index,,인천광역시 중구 중산동 1884-5,,,112,인천,20221101,10.2,14.4,6.5,21.4,-7.4,20221112,20221130,1013,64,2.7
영주무섬외나무다리축제,영주시 무섬마을 일원,이벤트+체험행사 등 무섬마을 홍보,546308707,http://yeongjufestival.or.kr/,,경상북도 영주시 문수면 수도리 268,36.732962,128.621224,272,영주,20221101,7.8,15.1,1.3,20,-6,20221112,20221130,995.7,71,2.2
영주사과축제,영주시 부석사 주차장 일원,사과판매행사+이벤트+체험행사 등 영주사과홍보,546308707,http://yjapple.yctf.or.kr/,,경상북도 영주시 부석면 북지리 300,36.99451393,128.6811773,272,영주,20221101,7.8,15.1,1.3,20,-6,20221112,20221130,995.7,71,2.2
영주한국선비문화축제,영주시 선비촌 일원,소수서원 사액 봉안레 재현+한복맵시대회 등 한국정신문화의 뿌리 선비정신 알림,546308707,http://yeongjufestival.or.kr/,,경상북도 영주시 순흥면 청구리 357,36.92847353,128.5834337,272,영주,20221101,7.8,15.1,1.3,20,-6,20221112,20221130,995.7,71,2.2
영천보현산별빛축제,보현산천문과학관 일원,천문·우주·과학 관련 온오프라인 콘텐츠 운영+천문학 강의+스타파티+각종 참여 프로그램 등,543306702,http://영천보현산별빛축제.com,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,36.1402561,128.9964736,281,영천,20221101,9.3,17.4,2.6,23.4,-3.6,20221112,20221130,1010.3,67,1.2
예산장터삼국축제,예산전통시장내 백종원거리 일원,"예산의 국화, 국밥, 국수의 맛과 멋을 찾아 예산장터로 떠나는 가을여행축제",413397317,https://yesansamguk.kr/,충청남도 예산군 예산읍 천변로 160,충청남도 예산군 예산읍 대회리 233-4,36.67611933,126.8479256,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
예산황토사과축제,예산역전시장,예산황토사과의 우수성 홍보,413397317,http://yesan-apple.co.kr/,충청남도예산군예산읍 역전로 61-4,,,,177,홍성,20221101,9.1,16.2,3,23.1,-4,20221112,20221130,1018.5,75,1.1
예천장터농산물대축제,한천체육공원,지역 우수농산물 홍보 및 판매+무대공연+체험프로그램,546506271,https://www.ycg.kr/open.content/tour/festivals/farm.produce/,,경상북도 예천군 예천읍 남본리 310-1,36.64810235,128.4492109,273,문경,20221101,8.5,15.5,2.4,20.1,-5.9,20221101,20221130,999.9,68,1.6
오감만족힐링페스티벌,경천섬 일원,"오감을 만족시키는 경천섬 가을여행 연출 및다양한 프로그램 전시, 체험, 공연, 경연  등",545377108,http://www.sangjustory.com/,경상북도 상주시 상산로 223,경상북도 상주시 남성동 140-3,36.41138351,128.1587369,137,상주,20221101,8.9,16.2,2.9,20.6,-5.1,20221102,20221130,1009.2,65,1.1
오대산문화축전,오대산 월정사,산사음악회+전시+불교문화체험,333396800,http://www.woljeongsa.org,강원도 평창군 진부면 오대산로 413-28,강원도 평창군 진부면 동산리63-9,37.73404014,128.5875956,121,영월,20221101,7.5,15.4,1.6,22,-5.7,20221112,20221130,992.8,71,0.7
오시아노 썸머뮤직 페스티벌,오시아노 관광단지,음악콘서트+SNS이벤트 등,615305158,www.haenam.go.kr,,전라남도 해남군 화원면 화봉리 376-1,34.66958237,126.2604602,261,해남,20221101,10.8,18.2,4,22.5,-1.3,20221111,20221127,1019.6,76,1.6
오페라 팝페라 뽕페라,꽃바위문화관 3층 다목적공연장,콘서트,522094330,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
옥천군 평생학습 어울림 축제,옥천군 평생학습원 일원,평생학습 동아리 공연+전시+체험+프리마켓 등,437303606,http://www.oc.go.kr/edulife/index.do,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
옥천군민도서관 북페스티벌,옥천군 평생학습원 일원,9월 독서의달 기념행사+체험+특강 등,437303613,http://lib.oc.go.kr,충청북도 옥천군 옥천읍 관성로4길 10,충청북도 옥천군 옥천읍 문정리 366,36.30042417,127.5749213,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
온라인 어린이 가족문화축제 How fun 7,온라인,온라인 어린이 가족문화 축제,18995566,https://www.acc.go.kr/child/onlineHowFun7.do?PID=050401,광주광역시 동구 문화전당로 38,광주광역시 동구 광산동 13,35.14691559,126.9199945,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
와룡문화제,경상남도 사천시청 노을광장 일원,현종 일대기존+역사야외극+사주천년의 등(燈)전시+왕 드론 라이트쇼+사천 로드 퍼레이드+문화퍼레이드+고려촌 저잣거리+배방사ㆍ고자봉 문화순례투어,558356492,www.sccf.or.kr,경상남도 사천시 용현면 시청로 77,경상남도 사천시 용현면 덕곡리 501,35.00361954,128.0642075,192,진주,20221101,9.9,18.5,2.9,22.7,-1.8,20221101,20221106,1017.5,64,0.6
완주와일드앤로컬푸드축제,고산자연휴양림일원,"○ 자연친화&아웃도어 체험프로그램 - 수상한놀이터, 짚라인, 메뚜기잡기, 리틀와푸족,    와일드맨을찾아라, 로컬푸드 캠핑요리 경연대회등○ 건강한 먹거리 - 구이구이 로컬푸드(화덕체험), 로컬푸드 간식 맛보기,     완주로컬푸드쇼 등",632902622,http://www.wanjufestival.kr/,전라북도 완주군 고산면 고산자연휴양림로 246,전라북도 완주군 고산면 오산리 산43-1,,,146,전주,20221101,11.1,17.4,6.1,24.9,-3.6,20221112,20221130,1014.2,63,1.5
왕방산 국제MTB대회,왕방산 일원,국제MTB대회,318602209,http://www.ddcsports.kr/main/index.php,경기도 동두천시 어등로 45,경기도 동두천시 생연동 70,37.90083977,127.0704987,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
왕버들기원제,충효동 일원,왕버들기원제,624108369,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315,,광주광역시 북구 충효동 911,35.18482092,127.000917,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
왜목마을해넘이해맞이축제,왜목마을 일대,소원적기+달짚태우기+대붓퍼포먼스+노래자랑+불꽃놀이+퓨전국악,413503591,,충청남도 당진시 석문면 왜목길 26,충청남도 당진시 석문면 교로리 844-4,37.04443385,126.5261285,129,서산,20221101,9.3,16.1,3.7,22.5,-3.8,20221112,20221130,1018.6,73,1.6
외암민속마을 짚풀문화제,외암민속마을일원(아산시 송악면 외암리),전통문화(짚&풀)를 주제로한 공연/재연/체험행사 프로그램,415368458,www.oeam.co.kr,충청남도 아산시 송악면 외암민속길 5,충청남도 아산시 송악면 외암리 258-3,36.73032636,127.0137712,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
용궁순대축제,용궁면,용궁순대 시식회+체험프로그램+연계행사,546506276,https://www.ycg.kr/open.content/tour/festivals/sundae/,,경상북도 예천군 용궁면 읍부리 175-4,36.60630017,128.2769008,273,문경,20221101,8.5,15.5,2.4,20.1,-5.9,20221101,20221130,999.9,68,1.6
용마폭포 문화예술축제,용마폭포공원,클래식·성악 등 가을 분위기에 어울리는 공연+각종 체험행사 등,234076532,https://www.jnfac.or.kr/festival/yongma_info.html,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,37.573335,127.089125,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
용문산산나물축제,용문산관광지일대,"산나물의 맛과 향기를 느낄수 있는 신나는 공연, 즐거운 체험과 전+산나물 요리 등 다채로운 축제",317702308,,경기도 양평군 용문면 용문산로 782,경기도 양평군 용문면 신점리 625,37.55023222,127.5704646,202,양평,20221101,8.2,14.9,2.9,20.6,-7,20221111,20221130,1017,71,0.9
용수골꽃양귀비축제,용수골꽃농장,"꽃밭관람, 포토존 이용, 기념품 판매 등",337644443,,,강원도 원주시 판부면 서곡리 1632-2,37.28472862,127.9404942,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
용아생가 어린이축제,광주광역시 광산구 용아생가,용아 박용철의 문학과 생애를 소재로 한 놀이와 체험 프로그램 제공,,https://www.gwangsan.go.kr/bb/bbBoard.php?action=view&pageID=gwangsan0201020000&boardID=NEWS_NEW&SEQ=685637744,광주광역시 광산구 소촌로 46번길24,,35.149407,126.7951682,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
용암산성 옥샘문화재,불로천 다목적광장,"옥천제, 사생대회, 끼페스티벌, 문화행사 등",536623801,,대구광역시 동구 팔공로24길 171,,35.90997576,128.6501287,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
용암산성 옥샘문화제,불로천,제례행사+공산농요 등,536623082,http://www.dong.daegu.kr/,대구광역시 동구 아양로 207(신암동),,35.88681058,128.6360751,143,대구,20221101,11,17.7,5.2,24.3,-3.2,20221112,20221130,1014.7,65,1.7
용인 청년 문화 축제 <2022 아트로드>,동백호수공원,청년이 직접 참여하여 스스로 만들어가는 용인 시민과 함께하는 문화 축제,313236346,www.yicf.or.kr,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24962344,127.1651613,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
용인어린이상상의숲 가을특별행사 온 가족이 함께하는<상상북크닉>,용인어린이상상의숲,9월 독서의 달 기념 어린이와 가족을 위한 소풍 콘셉트의 특별 행사,313236500,www.yicf.or.kr,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24962344,127.1651613,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
"용인어린이상상의숲 어린이 주간 특별 행사 <오, 오 상상이상>",용인어린이상상의숲,어린이날·용인어린이상상의숲 개관일 기념 어린이와 가족을 위한 특별 행사,313236500,www.yicf.or.kr,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24962344,127.1651613,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
용전들노래 가을걷이 한마당,용전동 용전마을 일원,용전들노래재현+체험마당 공연 등,624108369,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,35.23893658,126.8973084,156,광주,20221101,11.8,18.1,6.8,24.4,-1.7,20221111,20221130,1012.9,62,1
울릉도오징어축제,울릉군 일원,오징어축제,547906426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,울릉군 울릉읍 저동리,,37.4955239,130.9097003,115,울릉도,20221101,12.7,16.6,9.7,21.3,0.3,20221102,20221130,992.8,70,3.3
울산고래축제,장생포 고래문화특구 일원,"고래문화를 계승하고 보전하기 위해, 고래의 본고장 울산에서 열리는 힐링 페스티벌",522261999,http://www.ulsanwhale.com,울산광역시 남구 장생포고래로 244,,35.5027537,129.38079,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산고래축제,장생포 고래문화특구 일원,"고래문화를 계승하고 보전하기 위해, 고래의 본고장 울산에서 열리는 힐링 페스티벌",522261999,http://www.ulsanwhale.com,울산광역시 남구 장생포고래로 244,,,,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산대공원 빛축제,울산대공원 정문 풍요의 못 일원,달빛 호수를 여행하다,522260305,https://www.uic.or.kr/ulsanpark/main/mainPage.do,울산광역시 남구 대공원로 94,울산광역시 남구 옥동 146-1,35.53098415,129.2939195,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산마두희축제,중구 원도심 일원,"320년 역사의 울산 큰줄당기기, 마두희",522442008,http://www.ulsanmaduhee.co.kr,울산광역시 중구 새즈믄해거리 37,,35.5566794,129.320056,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산쇠부리축제,달천철장 일원,한반도 최초의 철산지 달천철장에서 펼처지는 철문화축제,522933500,http://www.soeburi.org/,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.63424081,129.3289893,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산쇠부리축제,달천철장 일원,체험+전시+학술,522933500,www.soeburi.org,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.63421726,129.3289893,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산쇠부리축제,달천철장 일원,한반도 최초의 철산지 달천철장에서 펼처지는 철문화축제,522933500,http://www.soeburi.org/,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.63424081,129.3289893,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산아시아퍼시픽뮤직미팅(울산에이팜),울산문화예술회관,오직 음악을 위한 국제 뮤직 네트워크,522597935,http://www.apamm.org/,울산광역시 남구 번영로 200 (달동) 울산문화예술회관,울산광역시 남구 달동 413-13,35.54289686,129.327092,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산옹기축제,온라인 축제,"국내 유일의 옹기특화 축제, 온라인비대면축제",522040355,https://www.onggi.or.kr/,울산광역시 울주군 온양읍 외고산2길 2-13,울산광역시 울주군 온양읍 고산리 512-4,35.43299143,129.2784466,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산옹기축제,온라인 축제,"국내 유일의 옹기특화 축제, 온라인비대면축제",522040355,https://www.onggi.or.kr/,울산광역시 울주군 온양읍 외고산2길 2-13,울산광역시 울주군 온양읍 고산리 512-4,35.43299143,129.2784466,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산옹기축제,울주군 외고산옹기마을일원,웰컴투옹기마을(옹기주제전시+창작공연+옹기토크+옹기테마거리등),522040355,https://www.onggi.or.kr,울산광역시 울주군 온양읍 외고산3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435069,129.2795088,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울산조선해양축제,울산광역시 동구 일산해수욕장 일원,울산동구의 대표 여름축제,522093362,http://www.ussf.co.kr,울산광역시 동구 해수욕장10길 7,울산광역시 동구 일산동 962,35.49577039,129.4306152,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울주세계산악영화제,영남알프스 복합웰컴센터 일원,"봄의 영화제, 늘 푸른산에서 펼쳐집니다",522486450,https://www.umff.kr/,울산광역시 울주군 상북면 알프스온천5길 103-8,울산광역시 울주군 상북면 등억알프스리 517,35.55645417,129.0679842,152,울산,20221101,12.7,18.3,7.7,22.7,-1.5,20221128,20221130,1010.7,58,1.9
울진 친환경농산물 축제(예정),울진 연호공원,친환경농산물 축제,547896742,,,경상북도 울진군 울진읍 연지리 820-75,36.9934345,129.4070805,130,울진,20221101,11.5,17.1,6.2,22.1,-2.8,20221112,20221130,1014.1,61,2.4
웅진성수문병 근무교대식,공산성 금서루,수문병 근무교대식+무령왕 동상 회전의식,418408111,,충청남도 공주시 웅진로 280,충청남도 공주시 금성동 65-3,36.46521533,127.1236802,133,대전,20221101,9.5,16.6,3.8,25.3,-5.5,20221112,20221130,1013.4,64,1.5
원도심 5월 소풍,칠성로1가 아케이드일원,우리동네. 원도심 원도심 소풍 행사,647270617,http://jejuregen.org/,제주특별자치도 제주시 칠성로길 1,,,,184,제주,20221101,15.2,19.3,11.8,27.4,4.1,20221128,20221130,1018.7,71,3.1
원동매화축제,원동마을 일원,"(비대면)원동매화 나무 분양 이벤트, 원동매화 사진/영상 공모 기획전",553922548,,경상남도 양산시 원동면 원동로 2220,경상남도 양산시 원동면 영포리 537,35.42085217,128.9410364,257,양산시,20221101,12.7,20,6.7,24.3,0.6,20221112,20221130,1019.4,65,1.4
원동미나리축제,원동 함포마을 일원,"(축제취소)미나리 시식회 및 특산물 판매, 원동미나리 직판장 개설운영",553923232,http://tour.yangsan.go.kr/,경상남도 양산시 원동면 원동로 1708,경상남도 양산시 원동면 원리 414-8,35.38015379,128.9211173,257,양산시,20221101,12.7,20,6.7,24.3,0.6,20221112,20221130,1019.4,65,1.4
원주그림책축제,원주복합문화커뮤니티센터,"세미나, 체험부스 운영 등",337609802,,강원도 원주시 탑두둑길 45-2,강원도 원주시 명륜동 147-8,37.34181915,127.9505842,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원주다이내믹댄싱카니발,댄싱공연장 및 문화의거리 일원,"댄싱경연, 문화예술공연, 각종 체험 등",337375123,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원주다이내믹댄싱카니발,댄싱공연장 및 원일로 일원,"댄싱경연, 문화예술공연, 각종 체험 등",337375132,http://www.ddcwj.com/,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.33642953,127.9462614,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원주문화재야행,강원감영 외,"강원감영 등 문화유산 활용 전시, 체험, 공연 등",337372795,,강원도 원주시 원일로 77,강원도 원주시 일산동 54-2,37.34839055,127.9500707,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원주삼토페스티벌,원주종합운동장 일원,"농촌문화체험, 지역먹거리 판매 등",337374155,,강원도 원주시 서원대로 311,강원도 원주시 명륜동 342,37.33683806,127.943687,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원주시 평생학습 축제,원주문화원 일원,"개막식, 공연, 전시, 체험 등",337373808,www.wonju.go.kr,강원도 원주시 원일로 139,강원도 원주시 일산동 211,37.35158508,127.9467947,114,원주,20221101,8.5,14.9,3.2,22.4,-5.5,20221112,20221130,1003.5,66,0.7
원추리축제,홍도,문예공원+원추리꽃 사진촬영대회+자산어보 영화상영,,https://tour.shinan.go.kr/,전라남도 신안군 흑산면 홍도1길 21-5,,,,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
월곶 저잣거리 축제,월곶면 군하리 일원,문화행사+주막거리 재현+교육 프로그램 등,319805113,,,경기도 김포시 월곶면 군하리,37.7110181,126.5484958,201,강화,20221101,8.1,14.1,2.8,20.6,-7.8,20221112,20221130,1016.5,75,1.4
월출산국화축제,기찬랜드 일원,다양한 국화와 기찬랜드 경관을 활용한 전시 및 체험행사,,,전라남도 영암군 영암읍 기찬랜드로 19-10,,34.79156777,126.685372,165,목포,20221101,12.1,16.9,8.3,23.4,-1.7,20221111,20221130,1015.9,69,3.6
윤봉길평화축제,예산군 덕산면 충의사,"윤봉길의사의 상해의거 90주년 기념행사, 전시·체험행사, 온라인이벤트",413397317,http://www.ybgfestival.net/,,충청남도 예산군 덕산면 시량리 산40-1,,,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
은행골축제,상원초등학교,은행2동 350년 된 은행나무 보호수 행목제 시작으로 부대행사,,,경기도 성남시 중원구 은행로 6,경기도 성남시 중원구 은행동 421,37.45388421,127.1627759,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
은행나무길 축제,곡교천 은행나무길,"공연, 프리마켓, 거리공연",415402550,http://culture.asan.go.kr/_ginko/,,충청남도 아산시 염치읍 백암리 502-3,,,232,천안,20221101,8,15.6,1.8,23,-5.3,20221112,20221130,1011.5,76,0.9
음성품바축제,설성공원 일원,전국 품바 길놀이 퍼레이드 글로벌 품바 래퍼 경연대회 품바뮤지컬 품바왕 선발대회 등,438713402,http://pumba21.com/index.php,충청북도 음성군 음성읍 설성공원길 28,충청북도 음성군 음성읍 읍내리 817-242,36.9327833,127.691003,127,충주,20221101,7.6,15.2,1.5,23.8,-5.9,20221112,20221130,1007.2,73,0.9
음성품바축제,설성공원 일원,전국 품바 길놀이 퍼레이드 글로벌 품바 래퍼 경연대회 품바뮤지컬 품바왕 선발대회 등,438713402,http://www.pumba21.com,충청북도 음성군 음성읍 설성공원길 28,충청북도 음성군 음성읍 읍내리 446-1,36.9327833,127.691003,127,충주,20221101,7.6,15.2,1.5,23.8,-5.9,20221112,20221130,1007.2,73,0.9
응봉산 해맞이 축제,응봉산 팔각정,매년 새해를 맞이하여 구의 명소인 응봉산 팔각정에서 성동구의 발전과 구민건강을 기원하고 새로운 다짐과 희망을 나누는 행사,222865202,,,서울특별시 성동구 금호동4가 1540,37.54709188,127.0291913,108,서울,20221101,10,15.4,5.6,22.1,-8.1,20221111,20221130,1010.7,65,2.1
의견문화제,오수의견공원,반려동물 패션쇼+반려동물 토크쇼+반려동물 참여 및 체험프로그램+반려동물 산업박람회,636425292,,전라북도 임실군 오수면 충효로 2096-16,전라북도 임실군 오수면 오수리 33,35.54520247,127.3326779,244,임실,20221101,8.4,16.7,1.6,21.8,-4.2,20221111,20221130,991.5,73,0.8
의령 리치리치 페스티벌,서동생활공원 등 관내 일원,개막식+메인프로그램+상설프로그램등,555702542,,경상남도 의령군 의령읍 의병로8길 44,,,,192,진주,20221101,9.9,18.5,2.9,22.7,-1.8,20221101,20221106,1017.5,64,0.6
의왕백운호수축제,백운호수 공영주차장,공연+개폐막식+시민참여 열린무대,313452548,https://www.uiwang.go.kr,경기도 의왕시 백운로 526,,37.38321565,127.000756,119,수원,20221101,9.5,15.7,4.1,22.1,-7.9,20221111,20221130,1017.1,69,1.5
