FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,ADSTRD_NM,RDNMADR_NM,TIME,SEARCH_SUM,RANK_AVG
세계청년축제,35.1483528,126.918715,광주광역시,동구,금남로1가,충장동,광주광역시 동구 금남로1가 금남로 245,2018-09~2019-11,4460.0,8.0
굿모닝 양림,35.141882,126.9118580851,광주광역시,남구,사동,사직동,광주광역시 남구 사직길 49,2018-10~2019-11,12976.0,10.0
추억의충장축제,35.1458272,126.9233266,광주광역시,동구,서석동,서남동,광주광역시 동구 서남로 1,2018-09~2019-11,56940.0,8.0
2017 물의나라화천 쪽배축제,38.10072,127.697029,강원도,화천군,화천읍,화천읍,강원도 화천군 화천읍 강변로 2-54,2018-09~2019-11,30455.0,8.0
2017 얼음나라화천 산천어축제,38.112578,127.709826,강원도,화천군,화천읍,화천읍,강원도 화천군 화천읍 산천어길 137,2018-09~2019-11,807870.0,8.0
명량대첩축제,34.5707161325,126.3009788854,전라남도,진도군,군내면,군내면,전라남도 진도군 군내면 진도대로 8459-13,2018-09~2019-11,36280.0,8.0
남도음식문화큰잔치,34.6199237137,126.7737305352,전라남도,강진군,강진읍,강진읍,전라남도 강진군 강진읍 남당로 97-111,2018-09~2019-11,20250.0,8.0
왕방산 국제MTB대회,37.9008398,127.0704987,경기도,동두천시,생연동,불현동,경기도 동두천시 어등로 45,2018-10~2019-08,109.0,1.5
천사마라톤대회,37.9008398,127.0704987,경기도,동두천시,생연동,불현동,경기도 동두천시 어등로 45,2018-10~2019-09,92.0,2.5
동두천 청소년 별자리과학 축제,37.9008398,127.0704987,경기도,동두천시,생연동,불현동,경기도 동두천시 어등로 45,2018-10~2019-10,2154.0,6.0
동두천시 자원봉사 축제,37.8927299,127.0516867,경기도,동두천시,지행동,송내동,경기도 동두천시 중앙로 125,2018-10~2018-10,110.0,1.0
DDC할로윈클럽데이,37.9157805,127.0564722,경기도,동두천시,보산동,보산동,경기도 동두천시 상패로216번길 42,2018-10~2019-10,37.0,1.5
크리스마스트리축제,37.9053734,127.0544731,경기도,동두천시,생연동,중앙동,경기도 동두천시 중앙로 268,2018-10~2019-11,6525.0,6.0
법성포단오제,35.3661605,126.4432807,전라남도,영광군,법성면,법성면,전라남도 영광군 법성면 연우로 42,2018-09~2019-11,23700.0,8.0
불갑산상사화축제,35.2014413,126.548957,전라남도,영광군,불갑면,불갑면,전라남도 영광군 불갑면 불갑사로 450,2018-10~2019-10,1202.0,5.0
제16회 추억의 충장축제,35.1461414,126.9230951,광주광역시,동구,서석동,서남동,광주광역시 동구 서남로 1,2018-09~2019-11,56940.0,8.0
류방택 별 축제,36.7861429,126.4486951,충청남도,서산시,읍내동,부춘동,충청남도 서산시 문화로 54,2018-10~2019-11,9892.0,14.0
팔봉산감자축제,36.8176183711,126.3662446364,충청남도,서산시,팔봉면,팔봉면,충청남도 서산시 팔봉면 팔봉산로 100,2018-09~2019-11,51720.0,15.0
서산갯마을 뻘낙지축제,36.8804574,126.3845434149,충청남도,서산시,지곡면,지곡면,충청남도 서산시 지곡면 어름들2길 66,2018-10~2019-11,1167.0,7.5
서산해미읍성역사체험축제,36.7135571698,126.5503841589,충청남도,서산시,해미면,해미면,충청남도 서산시 해미면 남문2로 143,2018-10~2019-11,809.0,6.5
서산시국화축제,36.6693624702,126.5362560343,충청남도,서산시,고북면,고북면,충청남도 서산시 고북면 복남골길 31-1,2018-10~2019-11,393.0,2.5
세종축제,36.4988177323,127.2700759959,세종특별자치시,,연기면,연기면,세종특별자치시 연기면 다솜로 216,2018-09~2019-11,122060.0,8.0
세종 조치원 복숭아  축제,36.5998248,127.287846,세종특별자치시,,조치원읍,조치원읍,세종특별자치시 조치원읍 문예회관길 22,2019-04~2019-11,3810.0,4.0
나라꽃 무궁화 세종축제,36.5010997428,127.2699735,세종특별자치시,,어진동,도담동,세종특별자치시 다솜3로 66,2019-04~2019-11,930.0,4.0
진해군항제,35.149423,128.659757,경상남도,창원시 진해구,통신동,중앙동,경상남도 창원시 진해구 백구로 40,2018-09~2019-11,519380.0,8.0
진해군악의장페스티벌,35.1483610278,128.6554537081,경상남도,창원시 진해구,도만동,중앙동,경상남도 창원시 진해구 충무로 43,2018-09~2019-11,7610.0,8.0
마산가고파국화축제,35.186741,128.564277,경상남도,창원시 마산합포구,월포동,반월중앙동,경상남도 창원시 마산합포구 해안대로 148,2018-10~2019-11,151680.0,7.5
창원진동불꽃낙화축제,35.101556,128.509104,경상남도,창원시 마산합포구,진동면,진동면,경상남도 창원시 마산합포구 진동면 주도1길 45-100,2018-10~2019-10,372.0,5.5
야철제,35.223981,128.661676,경상남도,창원시 성산구,중앙동,중앙동,경상남도 창원시 성산구 두대로 198,2019-05~2019-07,94.0,2.0
마산만날제,35.178438,128.559,경상남도,창원시 마산합포구,해운동,월영동,경상남도 창원시 마산합포구 가포로 22-1,2018-09~2019-11,12990.0,8.0
남산상봉제,35.25928,128.619094,경상남도,창원시 의창구,서상동,의창동,경상남도 창원시 의창구 팔용로 494-33,2018-10~2019-10,1416.0,2.5
대청호뮤직패스티벌,36.4736253758,127.4735679339,대전광역시,대덕구,미호동,신탄진동,대전광역시 대덕구 대청로 607,2019-03~2019-04,25.0,1.5
동춘당문화제,36.3653788884,127.4412933069,대전광역시,대덕구,송촌동,송촌동,대전광역시 대덕구 동춘당로 80,2018-10~2019-11,2598.0,7.0
2019 제주들불축제,33.3628158,126.3633602,제주특별자치도,제주시,애월읍,애월읍,제주특별자치도 제주시 애월읍 평화로 1529,2018-09~2019-11,63000.0,8.0
2019 제주왕벚꽃축제,33.504405,126.519961,제주특별자치도,제주시,삼도이동,삼도2동,제주특별자치도 제주시 서사로 87,2018-09~2019-11,32680.0,8.0
2019 탐라문화광장 하하페스티벌,33.51387018,126.5281155,제주특별자치도,제주시,일도일동,일도1동,제주특별자치도 제주시 산지로 39,2019-05~2019-07,166.0,2.0
제7회 월대천 축제,33.49229666,126.434694,제주특별자치도,제주시,외도이동,외도동,제주특별자치도 제주시 월대4길 20,2019-03~2019-11,2441.0,5.0
제19회 도두오래물축제,33.5063795908,126.467059878,제주특별자치도,제주시,도두일동,도두동,제주특별자치도 제주시 도두항길 22-2,2018-09~2019-11,5219.0,8.0
2019 jeju 이호테우축제,33.49730322,126.4528866,제주특별자치도,제주시,이호일동,이호동,제주특별자치도 제주시 테우해안로 172-13,2018-09~2019-10,5638.0,7.5
추자도 참굴비 대축제,33.96267481,126.2956272,제주특별자치도,제주시,추자면,추자면,제주특별자치도 제주시 추자면 추자로 37,2018-09~2019-11,4514.0,8.0
제18회삼양검은모래축제,33.525989,126.586391,제주특별자치도,제주시,삼양일동,삼양동,제주특별자치도 제주시 선사로8길 13-4,2018-10~2019-11,4068.0,7.0
제16회 방선문축제,33.452853,126.517844,제주특별자치도,제주시,오등동,아라동,제주특별자치도 제주시 거북새미길 50-82,2018-10~2019-08,1554.0,5.5
누웨마루 페스티벌,33.4877384,126.4903398,제주특별자치도,제주시,연동,연동,제주특별자치도 제주시 신광로 47,2019-08~2019-11,5560.0,2.5
산지천 축제,33.5141252,126.5278575,제주특별자치도,제주시,일도일동,일도1동,제주특별자치도 제주시 관덕로17길 15,2018-10~2019-11,2690.0,6.5
아트제주2019,33.4847577,126.4887056,제주특별자치도,제주시,연동,연동,제주특별자치도 제주시 노연로 80,2018-10~2019-11,5180.0,7.5
서울약령시 한방문화축제,37.5814864,127.0377329,서울특별시,동대문구,제기동,제기동,서울특별시 동대문구 약령중앙로8길 10,2018-10~2019-11,2530.0,7.5
선농대제,,,서울특별시,동대문구,제기동,제기동,서울특별시 동대문구 왕산로19길 52,2018-11~2019-11,1434.0,7.0
세계거리춤축제,,,서울특별시,동대문구,장안동,용답동,서울특별시 동대문구 천호대로405,2018-09~2019-11,57220.0,15.0
세계거리춤축제,,,서울특별시,동대문구,장안동,장안제1동,서울특별시 동대문구 천호대로405,2018-09~2019-11,57220.0,15.0
청룡문화제,,,서울특별시,동대문구,용두동,용신동,서울특별시 동대문구 청계천로 563,2018-09~2019-11,3320.0,8.0
성주생명문화축제 성주참외페스티벌,35.9157610181,128.2800492095,경상북도,성주군,성주읍,성주읍,경상북도 성주군 성주읍 성밖숲길 30,2019-03~2019-05,340.0,2.0
제26회 대덕제 대구 앞산빨래터 축제,35.831799,128.5645966,대구광역시,남구,대명동,대명11동,대구광역시 남구 앞산순환로 351-17,2019-03~2019-06,574.0,2.5
제13회 신천돗자리음악회,35.840562,128.606693,대구광역시,남구,봉덕동,봉덕2동,대구광역시 남구 용두방천4길 20-8,2018-11~2019-11,1938.0,5.5
제32회 함안아라문화제,35.2832621631,128.4001527863,경상남도,함안군,가야읍,가야읍,경상남도 함안군 가야읍 함안대로 619,2018-10~2019-11,7454.0,6.5
제28회 함안낙화놀이,35.2554202346,128.422747391,경상남도,함안군,함안면,함안면,경상남도 함안군 함안면 괴산4길 25,2018-09~2019-11,14820.0,8.0
들노래축제,36.7638867047,127.5955697477,충청북도,증평군,증평읍,증평읍,충청북도 증평군 증평읍 둔덕길 89,2019-05~2019-06,350.0,1.5
인삼골축제,36.7870052709,127.5760466298,충청북도,증평군,증평읍,증평읍,충청북도 증평군 증평읍 인삼로 29,2018-10~2019-11,1363.0,4.0
제5회 광산구 세계음식문화축제,35.1880553,126.8201971,광주광역시,광산구,장덕동,수완동,광주광역시 광산구 장신로82번길 57,2019-05~2019-05,50.0,1.0
광산우리밀축제,35.1631672,126.7399623,광주광역시,광산구,박호동,어룡동,광주광역시 광산구 박호등임로 95,2018-09~2019-11,6630.0,8.0
첨단1동 마을축제,35.222211,126.8443276,광주광역시,광산구,쌍암동,첨단1동,광주광역시 광산구 첨단중앙로182번길 39,2018-10~2019-10,125.0,2.0
신창동 어울림축제,35.1956384,126.840969,광주광역시,광산구,신창동,신창동,광주광역시 광산구 왕버들로 291,2018-10~2019-04,21.0,1.5
2019컬러풀대구페스티벌,35.8715538823,128.6012199749,대구광역시,중구,동인동1가,동인동,대구광역시 중구 동인동1가 공평로 88,2018-10~2019-11,10960.0,7.5
대구국제재즈축제,35.8579241956,128.5906996027,대구광역시,중구,남산동,남산1동,대구광역시 중구 중앙대로 273,2018-09~2019-11,9945.0,8.0
대구국제오페라축제,35.8834639011,128.5922334523,대구광역시,북구,칠성동2가,칠성동,대구광역시 북구 칠성동2가 호암로 15,2018-09~2019-11,12390.0,8.0
대구국제뮤지컬페스티벌,35.883688163,128.5959763042,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,2018-09~2019-11,29950.0,8.0
동아시아보자기페스티벌,35.883688163,128.5959763042,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,2018-09~2019-11,4175.0,6.0
형형색색달구벌관등놀이,35.856195715,128.5897529356,대구광역시,남구,대명동,대명2동,대구광역시 남구 중앙대로51길 11,2018-09~2019-11,44170.0,8.0
대구약령시한방문화축제,35.8685176848,128.5899105046,대구광역시,중구,남성로,성내2동,대구광역시 중구 남성로 달구벌대로415길 49,2018-09~2019-11,17560.0,8.0
대구포크페스티벌,35.8714205508,128.6248352412,대구광역시,동구,신천동,신천3동,대구광역시 동구 동대구로 461,2018-10~2019-11,40770.0,7.5
대구치맥페스티벌,35.8507464815,128.5616533709,대구광역시,달서구,두류동,두류3동,대구광역시 달서구 공원순환로 7,2018-09~2019-11,398090.0,8.0
대구국제호러페스티벌,35.8297697751,128.6901630446,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 유니버시아드로 180,2018-09~2019-11,7165.0,5.0
대구국제패션문화페스티벌,35.883688163,128.5959763042,대구광역시,북구,침산동,침산2동,대구광역시 북구 호암로 51,2018-09~2019-11,14580.0,8.0
대구 글로벌게임문화축제 e-Fun,35.8354167176,128.6817837907,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 알파시티1로 170,2019-11~2019-11,110.0,1.0
정월대보름 행사,37.516601,126.863871,서울특별시,양천구,신정동,신정6동,서울특별시 양천구 목동서로 363,2018-10~2019-11,91150.0,7.5
방아다리벗꽃축제,37.5129273,126.8387903,서울특별시,양천구,신정동,신정3동,서울특별시 양천구 신정로7길 60-7,2019-04~2019-04,11.0,1.0
천을산 해맞이,35.849688,128.695676,대구광역시,수성구,시지동,고산2동,대구광역시 수성구 천을로 39-5,2018-12~2019-05,583.0,3.0
달집태우기,35.8712637,128.6730181,대구광역시,수성구,고모동,고산2동,대구광역시 수성구 팔현길 88-118,2018-10~2019-11,28850.0,7.5
상화문학제,35.8268576,128.6128683,대구광역시,수성구,상동,상동,대구광역시 수성구 용학로 35-5,2018-11~2019-07,879.0,3.5
수성못 페스티벌,35.8292435,128.6209285,대구광역시,수성구,두산동,두산동,대구광역시 수성구 무학로 112,2018-09~2019-11,80720.0,8.0
수성 건강 축제,35.8316587784,128.6873259694,대구광역시,수성구,대흥동,고산2동,대구광역시 수성구 유니버시아드로 140,2018-09~2019-11,2660.0,7.0
와룡문화제,35.0036195366,128.0642075,경상남도,사천시,용현면,용현면,경상남도 사천시 용현면 시청로 77,2018-09~2019-11,6310.0,8.0
제12회 사천시농업한마당축제,35.0036195366,128.0642075,경상남도,사천시,용현면,용현면,경상남도 사천시 용현면 시청로 77,2018-09~2019-11,11582.0,8.0
조선통신사 축제,35.09953937,129.0311369,부산광역시,중구,창선동1가,광복동,부산광역시 중구 창선동1가 광복중앙로 3,2018-10~2019-11,27600.0,14.0
광복로연등문화제,35.09895705,129.0334032,부산광역시,중구,광복동2가,광복동,부산광역시 중구 광복동2가 광복로77번길 5,2019-04~2019-04,60.0,1.0
보수동책방골목문화축제,35.10362715,129.0261809,부산광역시,중구,보수동1가,보수동,부산광역시 중구 보수동1가 흑교로46번길 11,2018-10~2019-10,178.0,2.5
부산국제영화제 전야제,35.09862035,129.0287588,부산광역시,중구,남포동5가,남포동,부산광역시 중구 남포동5가 비프광장로 36,2018-10~2019-11,2625.0,2.5
부산자갈치축제,35.0966394,129.0305933,부산광역시,중구,남포동4가,남포동,부산광역시 중구 남포동4가 자갈치해안로 52,2018-09~2019-11,241740.0,8.0
영도다리 만남의 축제,35.0984232,129.0368573,부산광역시,중구,중앙동7가,중앙동,부산광역시 중구 중앙동7가 중앙대로 2,2018-11~2019-11,66.0,1.5
부산크리스마스트리문화축제,35.0995432,129.0315084,부산광역시,중구,광복동2가,광복동,부산광역시 중구 광복동2가 광복중앙로 2,2018-09~2019-11,69637.0,8.0
세계 민속춤 축제,37.561842,127.036664,서울특별시,성동구,행당동,행당제1동,서울특별시 성동구 왕십리광장로 9,2019-09~2019-10,270.0,1.5
태조 이성계 축제,37.554368,127.049411,서울특별시,성동구,사근동,사근동,서울특별시 성동구 왕십리로 222,2018-10~2019-10,2440.0,6.5
응봉산 해맞이축제,37.548551,127.030821,서울특별시,성동구,응봉동,응봉동,서울특별시 성동구 독서당로60길 13-1,2018-12~2019-11,1024.0,2.0
봉화은어축제,36.8888791,128.7378251,경상북도,봉화군,봉화읍,봉화읍,경상북도 봉화군 봉화읍 내성로5길 22-8,2018-09~2019-11,200830.0,8.0
봉화송이축제,36.8888791,128.7378251,경상북도,봉화군,봉화읍,봉화읍,경상북도 봉화군 봉화읍 내성로5길 22-8,2018-09~2019-11,155430.0,8.0
담양대나무축제,35.3212107701,126.9881755191,전라남도,담양군,담양읍,담양읍,전라남도 담양군 담양읍 추성로 1371,2018-09~2019-11,131040.0,8.0
담양산타축제,35.3212107701,126.9881755191,전라남도,담양군,담양읍,담양읍,전라남도 담양군 담양읍 추성로 1371,2018-10~2019-11,117910.0,7.5
추월산벚꽃축제,35.3644926505,126.9872053188,전라남도,담양군,용면,용면,전라남도 담양군 용면 추월산로 369,2019-03~2019-04,490.0,1.5
창평전통음식문화축제,35.2352508415,127.0178937631,전라남도,담양군,창평면,창평면,전라남도 담양군 창평면 돌담길 56-24,2018-10~2018-10,26.0,1.0
가로수사랑음악회,35.3161579,126.9840291,전라남도,담양군,담양읍,담양읍,전라남도 담양군 담양읍 지침3길 7-5,2018-11~2019-11,60.0,1.5
고서포도축제,35.2237010526,126.9729390792,전라남도,담양군,고서면,고서면,전라남도 담양군 고서면 가사문학로 325,2019-04~2019-10,3773.0,4.0
해운대 북극곰축제,35.15790016,129.1458546,부산광역시,해운대구,우동,우제3동,부산광역시 해운대구 해운대해변로 140,2018-10~2019-11,58882.0,7.5
낙동강유채꽃 축제,35.20984733,128.9845542,부산광역시,강서구,대저1동,대저1동,부산광역시 강서구 공항로 1246,2018-11~2019-06,2168.0,4.0
부산바다축제,35.153968,129.119989,부산광역시,수영구,민락동,민락동,부산광역시 수영구 광안해변로 233,2018-09~2019-11,261970.0,8.0
부산국제록페스티벌,35.1683355462,128.9733582969,부산광역시,사상구,삼락동,삼락동,부산광역시 사상구 낙동대로 1231,2018-09~2019-11,10820.0,8.0
부산불꽃축제,35.153968,129.119989,부산광역시,수영구,민락동,민락동,부산광역시 수영구 광안해변로 233,2018-09~2019-11,881520.0,8.0
부산크리스마스트리축제,35.099296955,129.0258061329,부산광역시,중구,부평동2가,부평동,부산광역시 중구 부평동2가 광복로6번길 3,2018-09~2019-11,53147.0,8.0
부산시민의종 타종식,35.15790016,129.1724709474,부산광역시,해운대구,중동,중제1동,부산광역시 해운대구 달맞이길62번길 47,2018-12~2018-12,19.0,1.0
부산항축제,35.1177462515,129.0491459122,부산광역시,동구,초량동,초량제3동,부산광역시 동구 충장대로 206,2018-09~2019-11,98090.0,8.0
조선통신사 축제,35.1009305044,129.0324433801,부산광역시,중구,광복동2가,광복동,부산광역시 중구 광복동2가 용두산길 37-55,2018-10~2019-11,27600.0,14.0
광주 남한산성문화제,37.476835,127.1836325494,경기도,광주시,남한산성면,남한산성면,경기도 광주시 남한산성면 남한산성로792번길 7,2018-10~2019-11,9200.0,7.5
광주왕실도자기축제,37.3502842134,127.3347876897,경기도,광주시,곤지암읍,곤지암읍,경기도 광주시 곤지암읍 경충대로 727,2018-09~2019-11,10910.0,8.0
퇴촌토마토축제,37.47269684,127.3014271,경기도,광주시,퇴촌면,퇴촌면,경기도 광주시 퇴촌면 오리길 104-11,2018-09~2019-11,105250.0,8.0
소래포구축제,37.3834912311,126.708355947,인천광역시,남동구,고잔동,논현고잔동,인천광역시 남동구 아암대로 1247,2018-10~2019-11,85990.0,7.5
고려산진달래축제,37.7737095237,126.4353364918,인천광역시,강화군,하점면,하점면,인천광역시 강화군 하점면 강화대로 994-19,2018-09~2019-11,94410.0,8.0
배내골고로쇠축제,35.4868620584,128.986037739,경상남도,양산시,원동면,원동면,경상남도 양산시 원동면 배내로 431,2018-09~2019-06,3903.0,5.0
원동청정미나리축제,35.3801537924,128.921117347,경상남도,양산시,원동면,원동면,경상남도 양산시 원동면 원동로 1708,2018-10~2019-11,8124.0,7.5
배내골사과축제,35.4868620584,128.986037739,경상남도,양산시,원동면,원동면,경상남도 양산시 원동면 배내로 431,2018-10~2019-11,823.0,3.0
원동매화축제,35.4208521728,128.941036394,경상남도,양산시,원동면,원동면,경상남도 양산시 원동면 원동로 2220,2018-10~2019-11,53429.0,7.5
양산웅상회야제,35.377627846,129.1434288,경상남도,양산시,평산동,평산동,경상남도 양산시 배움터길 60-19,2018-09~2019-11,15190.0,8.0
양산삽량문화축전,35.3334507502,129.036759031,경상남도,양산시,남부동,양주동,경상남도 양산시 중앙로 39-1,2018-09~2019-11,79520.0,8.0
계룡군문화축제,36.274229,127.248827,충청남도,계룡시,금암동,금암동,충청남도 계룡시 장안로 46,2018-10~2019-11,111860.0,7.5
제15회 영등포 여의도 봄꽃축제,37.5310813,126.9165501,서울특별시,영등포구,여의도동,여의동,서울특별시 영등포구 의사당대로 1,2018-09~2019-11,583270.0,8.0
난설헌문화제,37.7919383,128.9092743,강원도,강릉시,초당동,초당동,강원도 강릉시 난설헌로193번길 1-16,2019-04~2019-05,190.0,1.5
강릉단오제,37.7480352,128.8950714,강원도,강릉시,노암동,강남동,강원도 강릉시 단오장길 12,2018-09~2019-11,218340.0,8.0
강릉커피축제,37.7792986443,128.897086562,강원도,강릉시,포남동,포남2동,강원도 강릉시 수리골길 102,2018-09~2019-11,230180.0,8.0
허균문화제,37.7919383,128.9092743,강원도,강릉시,초당동,초당동,강원도 강릉시 난설헌로193번길 1-16,2018-10~2019-09,90.0,1.5
경산자인단오제,35.8178464488,128.8189949392,경상북도,경산시,자인면,자인면,경상북도 경산시 자인면 계정길 68,2018-09~2019-11,24050.0,8.0
경산갓바위소원성취축제,35.9850112518,128.7495302354,경상북도,경산시,와촌면,와촌면,경상북도 경산시 와촌면 갓바위로 597,2019-07~2019-09,59.0,2.0
동래읍성역사축제,35.21195234,129.090544,부산광역시,동래구,명륜동,명륜동,부산광역시 동래구 문화로 80,2018-09~2019-11,54270.0,8.0
제22회 찰옥수수축제,37.6897572675,127.893062613,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2019-06~2019-08,515.0,2.0
제2회 별빛음악맥주축제,37.6897572675,127.893062613,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2019-07~2019-08,91.0,1.5
인삼한우명품축제,37.6897572675,127.893062613,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2018-10~2018-10,20.0,1.0
제10회 무궁화축제,37.7076530145,127.904027731,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 홍천로 623-10,2018-10~2019-11,9290.0,7.5
제7회 홍천인삼송어축제,37.6877366453,127.878522407,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 홍천로 306-14,2018-10~2019-11,749.0,3.0
제3회 홍천사과축제,37.6897572675,127.893062613,강원도,홍천군,홍천읍,홍천읍,강원도 홍천군 홍천읍 산림공원1길 29,2018-10~2019-11,25915.0,7.5
제4회 서석면 코스모스 축제,37.7173326221,128.173191527,강원도,홍천군,서석면,서석면,강원도 홍천군 서석면 구룡령로 2414-20,2018-10~2019-10,320.0,2.0
사랑말 국화축제,37.7089094257,127.861362679,강원도,홍천군,북방면,북방면,강원도 홍천군 북방면 성동로 32,2018-10~2019-10,261.0,2.0
제58회 천령문화제,35.52424257,127.7206714,경상남도,함양군,함양읍,함양읍,경상남도 함양군 함양읍 필봉산길 49,2019-06~2019-11,2060.0,3.5
제19회광안리어방축제,35.15377436,129.1185216,부산광역시,수영구,광안동,광안제2동,부산광역시 수영구 광안해변로 219,2018-09~2019-11,47140.0,8.0
부산 차이나타운특구 문화축제,35.11507608,129.0375502,부산광역시,동구,초량동,초량제1동,부산광역시 동구 초량중로 36,2018-09~2019-11,24190.0,8.0
음성품바축제,36.9308657,127.6806296,충청북도,음성군,음성읍,음성읍,충청북도 음성군 음성읍 예술로 102,2018-09~2019-11,120090.0,8.0
설성문화제,36.9342762341,127.690694889,충청북도,음성군,음성읍,음성읍,충청북도 음성군 음성읍 수정로 38,2018-09~2019-11,4780.0,8.0
제15회 영양산나물축제,36.6671811083,129.1123668,경상북도,영양군,영양읍,영양읍,경상북도 영양군 영양읍 군청길 37,2018-09~2019-11,28800.0,8.0
2019 영양고추 H.O.T Festival,37.5663176911,126.9778283816,서울특별시,중구,태평로1가,명동,서울특별시 중구 태평로1가 세종대로 110,2018-10~2019-10,16930.0,6.5
화학산 고산 철쭉제,34.8763048,126.9700258104,전라남도,화순군,청풍면,청풍면,전라남도 화순군 청풍면 평지촌길 40,2019-04~2019-04,20.0,1.0
화순 동구리 호수공원 봄축제,35.060127459,126.984544,전라남도,화순군,화순읍,화순읍,전라남도 화순군 화순읍 중앙로 20-4,2019-04~2019-04,60.0,1.0
화순운주문화축제,34.9203224518,126.8767649429,전라남도,화순군,도암면,도암면,전라남도 화순군 도암면 천태로 91-44,2018-09~2019-11,4338.0,7.0
백아산 철쭉제,35.1680715,127.1322881681,전라남도,화순군,북면,북면,전라남도 화순군 북면 학천길 26,2019-03~2019-05,178.0,2.0
화순고인돌문화축제,34.9963296161,126.9174738332,전라남도,화순군,도곡면,도곡면,전라남도 화순군 도곡면 효자1길 20,2018-11~2019-05,237.0,3.0
화순 국화향연,35.0583139727,126.9851616952,전라남도,화순군,화순읍,화순읍,전라남도 화순군 화순읍 진각로 85,2018-09~2019-11,315950.0,8.0
달배달맞이축제,35.7983798,128.5479825,대구광역시,달서구,도원동,도원동,대구광역시 달서구 월곡로 5,2019-01~2019-02,42.0,1.5
장미꽃 필(feel)무렵,35.85741306,128.5144577,대구광역시,달서구,이곡동,이곡1동,대구광역시 달서구 선원남로 129,2019-03~2019-10,703.0,3.0
선사문화축제,35.82024569,128.5178249,대구광역시,달서구,대천동,월성1동,대구광역시 달서구 조암남로26길 30,2018-10~2019-11,5746.0,7.5
희망달서 큰잔치,35.8428586646,128.5221240708,대구광역시,달서구,장기동,장기동,대구광역시 달서구 문화회관길 160,2018-10~2019-11,1807.0,3.0
달서가족축제,35.8338158,128.4867788,대구광역시,달서구,대천동,월성2동,대구광역시 달서구 성서공단로 40,2019-03~2019-05,587.0,2.0
달서구평생학습대축제,35.84994411,128.5501851,대구광역시,달서구,두류동,두류3동,대구광역시 달서구 당산로36길 47,2019-09~2019-10,80.0,1.5
고3문화축제,35.859196,128.4892779,대구광역시,달서구,신당동,신당동,대구광역시 달서구 달서대로 675,2018-11~2019-11,190.0,2.0
2018 안산 김홍도축제,37.3256744678,126.8137709572,경기도,안산시 단원구,초지동,초지동,경기도 안산시 단원구 동산로 268,2018-09~2019-11,10767.0,8.0
여르미오페스티벌,37.3107415,126.8298216,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2018-10~2019-10,14481.0,14.5
여르미오페스티벌,37.3184264748,126.8231075137,경기도,안산시 단원구,고잔동,고잔동,경기도 안산시 단원구 화랑로 312,2018-10~2019-10,14481.0,14.5
안산국제거리극축제,37.3107415,126.8298216,경기도,안산시 단원구,고잔동,호수동,경기도 안산시 단원구 광덕대로 157,2018-09~2019-11,867750.0,36.0
제1회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
제2회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
제3회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
제4회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
제5회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
제6회 상록수문화제,37.2996048,126.8627403926,경기도,안산시 상록구,본오동,본오3동,경기도 안산시 상록구 샘골서길 64,2018-10~2019-11,505.0,4.0
안산 대부포도축제,37.2870669683,126.5750559541,경기도,안산시 단원구,대부북동,대부동,경기도 안산시 단원구 대부황금로 1490,2019-07~2019-09,650.0,2.0
안산사이언스밸리(ASV) 과학축제,37.2980037428,126.8343933842,경기도,안산시 상록구,사동,해양동,경기도 안산시 상록구 한양대학로 55,2018-10~2019-10,240.0,1.5
안산시도서관책문화축제,37.2984030936,126.8191276,경기도,안산시 상록구,사동,해양동,경기도 안산시 상록구 해양1로 30,2018-10~2019-09,520.0,2.0
2016 평생학습 박람회 & 제6회 도서관책문화축제,37.2984030936,126.8191276,경기도,안산시 상록구,사동,해양동,경기도 안산시 상록구 해양1로 30,2018-10~2019-11,5920.0,7.5
